ENSEMBLID	Gene	ENTREZID
21945	ENSDARG00000093668	ANKMY2	NA
21946	ENSDARG00000093684	tmem238a	100034506
21952	ENSDARG00000093768	PRR18	101885898
21958	ENSDARG00000093864	wee1	327060
21961	ENSDARG00000093901	trhr2	556431
21972	ENSDARG00000094041	krt17	100034647
21975	ENSDARG00000094074	si:dkey-81h8.1	100034657
21978	ENSDARG00000094125	or30bt2	554779
22002	ENSDARG00000094504	PLEKHA1	100537419
22003	ENSDARG00000094512	gabrz	561738
22006	ENSDARG00000094546	si:ch211-132b12.6	564583
22008	ENSDARG00000094559	zgc:174855	569326
22009	ENSDARG00000094590	c2cd5	393585
22025	ENSDARG00000094853	si:ch211-147m20.3	100307110
22026	ENSDARG00000094860	gpr3	796164
22029	ENSDARG00000094882	illr2	100147856
22030	ENSDARG00000094886	si:dkey-266f7.5	100006143
22031	ENSDARG00000094908	lingo4a	100005227
22035	ENSDARG00000094946	si:ch211-132b12.2	571877
22039	ENSDARG00000095019	lmo2	30332
22042	ENSDARG00000095067	TC2N	101885722
22044	ENSDARG00000095086	cfdp1	567870
22046	ENSDARG00000095157	tmem14a	799515
22047	ENSDARG00000095184	si:ch73-52p7.1	100321084
22051	ENSDARG00000095224	CAMKMT	796749
22052	ENSDARG00000095254	si:dkey-239j18.2	321853
22055	ENSDARG00000095283	si:dkeyp-2e4.3	100002257
22061	ENSDARG00000095328	si:ch211-191i18.4	799350
22062	ENSDARG00000095378	GDF10	563003
22082	ENSDARG00000095603	grid2ipb	559717
22084	ENSDARG00000095638	si:dkey-284p5.3	557830
22087	ENSDARG00000095698	si:dkey-228a15.1	564472
22091	ENSDARG00000095744	si:dkey-269i1.4	564835
22094	ENSDARG00000095947	adkb	322229
22096	ENSDARG00000096073	col19a1	571468
22107	ENSDARG00000096311	si:dkey-211g8.8	108004533
22111	ENSDARG00000096327	CD164L2	101883372
22115	ENSDARG00000096359	eppk1	101885652
22129	ENSDARG00000096519	RBP3	NA
22132	ENSDARG00000096533	rltgr	100499491
22139	ENSDARG00000096602	si:ch1073-357b18.4	797129
22144	ENSDARG00000096631	MED9	100332528
22157	ENSDARG00000096687	RGS7	100535325
22165	ENSDARG00000096701	si:dkey-21e13.3	100150043
22169	ENSDARG00000096712	si:dkey-193p11.2	100002805
22170	ENSDARG00000096716	HMX3	108191768
22175	ENSDARG00000096725	si:dkey-21c1.1	100150256
22177	ENSDARG00000096728	CPN1	NA
22184	ENSDARG00000096749	ndufaf8	386981
22188	ENSDARG00000096760	gall	100538216
22191	ENSDARG00000096777	ccdc189	100151516
22200	ENSDARG00000096797	si:ch73-127m5.2	561202
22209	ENSDARG00000096829	blvrb	436959
22215	ENSDARG00000097017	mical3a	402881
22225	ENSDARG00000097473	sertad3	541508
22237	ENSDARG00000097938	asb5a	550441
22244	ENSDARG00000098075	sh3bgrl3	393248
22248	ENSDARG00000098096	SLC12A1	NA
22250	ENSDARG00000098140	ANKRD13D	562931
22254	ENSDARG00000098194	SLC39A11	NA
22257	ENSDARG00000098228	thrap3b	407984
22260	ENSDARG00000098257	pcdh15a	368476
22262	ENSDARG00000098288	tax1bp1a	561219
22263	ENSDARG00000098315	cyp1a	140634
22265	ENSDARG00000098317	dync1li1	556103
22268	ENSDARG00000098392	ly6pge	569792
22269	ENSDARG00000098414	ninl	561921
22270	ENSDARG00000098419	SNORD15	NA
22273	ENSDARG00000098492	olfcd2	574525
22274	ENSDARG00000098507	lyar	393652
22276	ENSDARG00000098526	GPR75	100538001
22278	ENSDARG00000098544	NCDN	571005
22279	ENSDARG00000098546	olfcg6	100149406
22283	ENSDARG00000098600	pithd1	404606
22287	ENSDARG00000098662	si:ch73-359m17.9	100000433
22288	ENSDARG00000098674	ppfia1	100003520
22289	ENSDARG00000098687	pygo1	797729
22290	ENSDARG00000098689	ptpn23b	560417
22292	ENSDARG00000098695	vclb	100334859
22293	ENSDARG00000098724	rgrb	554142
22297	ENSDARG00000098738	scn4aa	572442
22298	ENSDARG00000098752	csf3b	100190920
22299	ENSDARG00000098753	elmo1	406364
22301	ENSDARG00000098782	cratb	447855
22302	ENSDARG00000098783	polr2b	100149268
22303	ENSDARG00000098785	glrx3	449777
22304	ENSDARG00000098788	pcdh2g13	554076
22311	ENSDARG00000098813	stx12	415141
22312	ENSDARG00000098832	fam168a	751761
22313	ENSDARG00000098838	sdr42e1	565964
22314	ENSDARG00000098845	lrp12	100034487
22315	ENSDARG00000098855	OXSM	564649
22317	ENSDARG00000098862	PLPP4	100334794
22319	ENSDARG00000098868	XPO5	558662
22322	ENSDARG00000098904	pex1	793906
22324	ENSDARG00000098916	krit1	321836
22325	ENSDARG00000098919	smarcc1b	553471
22328	ENSDARG00000098942	rp9	492481
22330	ENSDARG00000098946	pald1a	368369
22334	ENSDARG00000098984	pid1	541377
22335	ENSDARG00000098992	zgc:114119	619273
22339	ENSDARG00000099034	unc5a	799734
22340	ENSDARG00000099049	rragcb	100000325
22342	ENSDARG00000099069	bsk146	405767
22346	ENSDARG00000099093	dock1	572187
22347	ENSDARG00000099101	gch2	64263
22348	ENSDARG00000099118	TRAPPC9	100002630
22350	ENSDARG00000099138	btr29	797384
22351	ENSDARG00000099161	dnaaf4	402988
22353	ENSDARG00000099183	FKBP10	799903
22354	ENSDARG00000099184	map2k6	65239
22355	ENSDARG00000099200	zgc:123103	641325
22356	ENSDARG00000099218	ghrhr2	100002189
22358	ENSDARG00000099256	pum1	394176
22359	ENSDARG00000099258	VPS52	556724
22361	ENSDARG00000099283	EPB41	559643
22364	ENSDARG00000099336	mvda	492781
22365	ENSDARG00000099353	SLC25A13	100537523
22366	ENSDARG00000099363	lhb	402917
22367	ENSDARG00000099365	EVX1	NA
22368	ENSDARG00000099406	lrit1b	553432
22369	ENSDARG00000099420	nme2b.2	30084
22370	ENSDARG00000099431	med24	323621
22373	ENSDARG00000099439	serp1	336797
22377	ENSDARG00000099527	nkiras1	100002175
22378	ENSDARG00000099528	dus3l	393647
22379	ENSDARG00000099539	dicp2.2	100884152
22381	ENSDARG00000099559	mir196a-2	574524
22383	ENSDARG00000099579	aldh18a1	557186
22384	ENSDARG00000099596	btd	555376
22385	ENSDARG00000099609	tpbga	373095
22387	ENSDARG00000099663	cox5ab	326962
22388	ENSDARG00000099672	capgb	336597
22390	ENSDARG00000099712	zgc:163073	100037358
22391	ENSDARG00000099724	relt	404605
22392	ENSDARG00000099728	zgc:56622	326033
22393	ENSDARG00000099730	pkma	335817
22394	ENSDARG00000099732	gfra1a	79376
22395	ENSDARG00000099742	heatr1	334446
22397	ENSDARG00000099749	ube2d2l	335444
22398	ENSDARG00000099753	zgc:63863	393372
22399	ENSDARG00000099761	vox	64807
22401	ENSDARG00000099773	olfcg4	100148438
22402	ENSDARG00000099793	cspg5b	559358
22405	ENSDARG00000099807	dre-mir-202	100033695
22406	ENSDARG00000099843	nedd4a	619412
22407	ENSDARG00000099854	HTR7	100536080
22409	ENSDARG00000099871	myo7aa	252846
22414	ENSDARG00000099900	twnk	100330448
22415	ENSDARG00000099915	P2RY2	571633
22416	ENSDARG00000099933	ppa1a	393706
22418	ENSDARG00000099954	plekhm1	564048
22419	ENSDARG00000099961	bnip3	336116
22420	ENSDARG00000099966	POLR2A	553347
22421	ENSDARG00000099972	nup153	571621
22422	ENSDARG00000099974	ldb3b	334100
22424	ENSDARG00000099986	si:ch211-207i20.2	568537
22426	ENSDARG00000099997	cox20	436985
22429	ENSDARG00000100026	olfch1	100004933
22430	ENSDARG00000100028	pole2	192320
22434	ENSDARG00000100057	ppfibp1b	561961
22435	ENSDARG00000100060	exosc7	550247
22436	ENSDARG00000100072	mgrn1a	793939
22439	ENSDARG00000100087	evx1	30499
22440	ENSDARG00000100104	anxa14	450032
22442	ENSDARG00000100114	sf3a3	446168
22451	ENSDARG00000100285	dnai2a	563648
22452	ENSDARG00000100312	hoxa13a	570239
22454	ENSDARG00000100342	zgc:158464	791139
22457	ENSDARG00000100363	dcun1d5	406622
22458	ENSDARG00000100366	si:dkey-102m7.3	100537724
22462	ENSDARG00000100392	rps18	192300
22463	ENSDARG00000100396	pip5k1aa	553629
22464	ENSDARG00000100397	pde6c	393845
22468	ENSDARG00000100451	olfcs2	570726
22469	ENSDARG00000100456	PTK2	NA
22470	ENSDARG00000100462	paqr7a	798104
22471	ENSDARG00000100465	CLRN3	100000502
22472	ENSDARG00000100482	pmt	767699
22473	ENSDARG00000100483	vent	64810
22474	ENSDARG00000100487	nploc4	327447
22475	ENSDARG00000100514	cfap20	393784
22476	ENSDARG00000100529	SH3BP5	555222
22479	ENSDARG00000100553	lsm14ab	406800
22480	ENSDARG00000100555	aqp11	553476
22481	ENSDARG00000100560	zfpm2b	568464
22483	ENSDARG00000100583	hid1b	437012
22484	ENSDARG00000100585	coa3a	100141351
22485	ENSDARG00000100593	gnrhr1	100270672
22487	ENSDARG00000100604	olfcw1	553200
22492	ENSDARG00000100623	trrap	557263
22494	ENSDARG00000100678	ifnphi4	100302089
22495	ENSDARG00000100679	LRCH3	100126105
22496	ENSDARG00000100698	eva1bb	798034
22498	ENSDARG00000100717	socs5a	768142
22499	ENSDARG00000100719	uraha	751742
22502	ENSDARG00000100766	ube2q1	553603
22503	ENSDARG00000100791	TRIL	448885
22504	ENSDARG00000100821	scrt1a	564658
22505	ENSDARG00000100822	mapk15	553780
22509	ENSDARG00000100854	ago4	100535764
22510	ENSDARG00000100862	gprc5c	563405
22511	ENSDARG00000100875	GAN	100537435
22512	ENSDARG00000100879	dre-mir-19d	100033579
22513	ENSDARG00000100897	pdgfrb	559529
22515	ENSDARG00000100917	SLC30A8	NA
22517	ENSDARG00000100952	wu:fj16a03	335475
22518	ENSDARG00000100982	dre-mir-93	100033617
22519	ENSDARG00000100991	CHRNA3	568467
22520	ENSDARG00000101010	hpdl	560428
22521	ENSDARG00000101019	ext1b	497280
22523	ENSDARG00000101034	zc3h12ab	563108
22525	ENSDARG00000101059	dhx36	569072
22526	ENSDARG00000101061	eif2a	573991
22528	ENSDARG00000101074	glud1b	373092
22529	ENSDARG00000101080	PWWP2B	561643
22530	ENSDARG00000101082	eif3s6ip	406402
22531	ENSDARG00000101083	olfcg2	100004628
22532	ENSDARG00000101085	ss18l2	550446
22534	ENSDARG00000101115	med30	393690
22537	ENSDARG00000101160	apoa4a	550608
22539	ENSDARG00000101175	mcu	768182
22542	ENSDARG00000101199	rbp4	30077
22543	ENSDARG00000101200	zgc:112964	503764
22544	ENSDARG00000101210	glg1b	751680
22545	ENSDARG00000101216	meaf6	445300
22547	ENSDARG00000101222	LSM10	100536270
22549	ENSDARG00000101259	hgh1	436795
22550	ENSDARG00000101279	ndr2	30292
22552	ENSDARG00000101289	slc29a1a	563580
22553	ENSDARG00000101295	psmd4a	415202
22555	ENSDARG00000101317	grinaa	724005
22557	ENSDARG00000101323	trnau1apa	553636
22563	ENSDARG00000101431	gas8	323260
22564	ENSDARG00000101432	RAB11FIP2	100334729
22566	ENSDARG00000101438	lonp2	494030
22567	ENSDARG00000101445	klhl7	393851
22568	ENSDARG00000101471	fgd4a	556216
22570	ENSDARG00000101507	ATG2A	101883461
22571	ENSDARG00000101521	UBE2M	564377
22574	ENSDARG00000101576	tbxta	30399
22575	ENSDARG00000101579	EPC1	566686
22581	ENSDARG00000101636	prorsd1	393615
22582	ENSDARG00000101644	ARHGEF17	100002227
22585	ENSDARG00000101651	si:zfos-1056e6.1	107988029
22586	ENSDARG00000101661	ulk3	100037316
22589	ENSDARG00000101677	CHRNB4	568566
22591	ENSDARG00000101701	bmp5	394026
22592	ENSDARG00000101715	arsg	564790
22594	ENSDARG00000101755	prkar1ab	550427
22599	ENSDARG00000101844	mibp2	386710
22600	ENSDARG00000101848	dydc2	100000753
22604	ENSDARG00000101889	dre-mir-25	100033594
22609	ENSDARG00000101933	CELF6	794913
22610	ENSDARG00000101961	abhd18	503769
22612	ENSDARG00000101984	pde6gb	554700
22614	ENSDARG00000101995	GABRG1	556202
22616	ENSDARG00000102004	apoea	553587
22617	ENSDARG00000102009	ppp2r2d	405816
22618	ENSDARG00000102018	btr25	571141
22619	ENSDARG00000102024	chmp6b	445397
22620	ENSDARG00000102035	slc52a2	323832
22624	ENSDARG00000102111	zbtb49	100009630
22625	ENSDARG00000102114	PTDSS1	559442
22626	ENSDARG00000102119	si:ch73-359m17.2	799904
22630	ENSDARG00000102211	csf3a	100270759
22633	ENSDARG00000102249	pepd	337498
22634	ENSDARG00000102279	ZMIZ1	NA
22635	ENSDARG00000102294	fbxo11a	777607
22636	ENSDARG00000102318	il6	100885851
22638	ENSDARG00000102325	ehmt2	569250
22639	ENSDARG00000102349	cep55l	553800
22640	ENSDARG00000102365	eloa	406764
22641	ENSDARG00000102381	slc44a4	393385
22644	ENSDARG00000102447	GDPD4	100333025
22645	ENSDARG00000102459	olfcg5	100004890
22646	ENSDARG00000102463	COX18	100000948
22647	ENSDARG00000102470	mpp7a	30166
22649	ENSDARG00000102491	GPR142	100000501
22650	ENSDARG00000102501	hoxa5a	58055
22651	ENSDARG00000102511	cript	550592
22652	ENSDARG00000102517	CRTAC1	565516
22655	ENSDARG00000102551	jazf1a	561144
22656	ENSDARG00000102564	gfra1b	79377
22657	ENSDARG00000102569	polr3a	572258
22658	ENSDARG00000102591	btr30	393394
22659	ENSDARG00000102611	STMND1	100331092
22660	ENSDARG00000102615	fra10ac1	449836
22662	ENSDARG00000102624	kif22	561788
22663	ENSDARG00000102684	lrrc1	541316
22665	ENSDARG00000102704	si:ch1073-376c22.1	100000126
22666	ENSDARG00000102705	otud6b	393194
22669	ENSDARG00000102769	CDH18	101886358
22670	ENSDARG00000102772	KLHDC3	NA
22675	ENSDARG00000102831	FAM193B	569234
22676	ENSDARG00000102832	baz1b	571727
22677	ENSDARG00000102861	LMF1	100333693
22678	ENSDARG00000102867	srfb	393604
22681	ENSDARG00000102905	dre-mir-219-3	100033708
22682	ENSDARG00000102906	hibadha	445252
22684	ENSDARG00000102934	noa1	564706
22685	ENSDARG00000102953	INTS4	564681
22689	ENSDARG00000102995	rbm24a	405801
22690	ENSDARG00000103007	rps3	336550
22692	ENSDARG00000103024	zgc:175136	100136863
22693	ENSDARG00000103027	clns1a	30699
22694	ENSDARG00000103032	rap2b	414329
22695	ENSDARG00000103092	grem2b	550399
22700	ENSDARG00000103132	dnaaf2	606664
22701	ENSDARG00000103144	ppp1r21	492333
22702	ENSDARG00000103163	tomm20a	406309
22703	ENSDARG00000103203	vps28	393562
22706	ENSDARG00000103235	mfsd8	564342
22708	ENSDARG00000103263	dre-mir-733	100628790
22710	ENSDARG00000103288	PDPR	100330789
22713	ENSDARG00000103298	EPHX1	322331
22714	ENSDARG00000103317	capn5a	563346
22715	ENSDARG00000103318	mrpl3	336283
22717	ENSDARG00000103320	lclat1	406554
22719	ENSDARG00000103333	BAIAP2	NA
22720	ENSDARG00000103334	dre-mir-338-1	100033713
22721	ENSDARG00000103340	clic1	324481
22723	ENSDARG00000103362	zgc:158376	100101643
22725	ENSDARG00000103369	taldo1	324556
22726	ENSDARG00000103383	dnah9	266676
22730	ENSDARG00000103415	ppp4r3b	336198
22731	ENSDARG00000103433	rpl14	323365
22735	ENSDARG00000103462	DVL3	100149082
22736	ENSDARG00000103490	dpysl4	553411
22737	ENSDARG00000103503	dgat1a	325875
22738	ENSDARG00000103516	sec24c	571870
22739	ENSDARG00000103523	nudt6	100037370
22740	ENSDARG00000103543	gngt2b	797361
22742	ENSDARG00000103553	sf3b3	406824
22744	ENSDARG00000103594	npm3	541357
22745	ENSDARG00000103595	sfxn5a	562654
22746	ENSDARG00000103607	wtip	566046
22750	ENSDARG00000103618	btr18	100144555
22755	ENSDARG00000103658	HIVEP1	100000517
22756	ENSDARG00000103679	bmp16	100329171
22758	ENSDARG00000103765	stpg1	100002345
22761	ENSDARG00000103785	sult2st2	777793
22762	ENSDARG00000103789	tmem130	567635
22763	ENSDARG00000103791	nme2b.1	30083
22764	ENSDARG00000103813	ATE1	101886126
22768	ENSDARG00000103826	gpib	246095
22769	ENSDARG00000103854	pdlim7	393813
22770	ENSDARG00000103862	hoxa3a	58050
22774	ENSDARG00000103907	sgo1	791138
22776	ENSDARG00000103935	rab27a	570907
22779	ENSDARG00000103957	aamdc	553802
22780	ENSDARG00000103959	pak1	373103
22782	ENSDARG00000103983	slc30a10	555724
22783	ENSDARG00000103985	spry1	798229
22785	ENSDARG00000104082	trps1	795613
22787	ENSDARG00000104089	p3h4	570779
22788	ENSDARG00000104097	TMEM222	558134
22790	ENSDARG00000104126	ccpg1	103908643
22793	ENSDARG00000104138	igfbp7	405860
22795	ENSDARG00000104162	hoxa11a	58061
22796	ENSDARG00000104170	42sp43	570186
22798	ENSDARG00000104217	gpc2	503792
22799	ENSDARG00000104223	lmbrd1	323720
22800	ENSDARG00000104241	olfcs1	564219
22801	ENSDARG00000104251	prdm10	798383
22804	ENSDARG00000104259	RAB26	101885743
22806	ENSDARG00000104291	GPR151	497134
22807	ENSDARG00000104292	ccn2b	100124530
22808	ENSDARG00000104307	hoxa1a	58051
22809	ENSDARG00000104315	fhl3b	555053
22811	ENSDARG00000104325	plek	393814
22812	ENSDARG00000104347	rtn4b	678586
22813	ENSDARG00000104348	fgf2	404231
22816	ENSDARG00000104403	oscp1a	100002307
22817	ENSDARG00000104408	zgc:152774	553526
22821	ENSDARG00000104430	olfcj1	100005028
22824	ENSDARG00000104451	slc39a7	30094
22825	ENSDARG00000104478	cap2	393809
22828	ENSDARG00000104531	zcchc4	564410
22829	ENSDARG00000104541	msh6	260437
22830	ENSDARG00000104542	ppt2b	100126133
22833	ENSDARG00000104552	olfcg1	100147940
22834	ENSDARG00000104559	TMEM63B	100334023
22835	ENSDARG00000104563	kcnk9	799704
22836	ENSDARG00000104566	foxi1	353313
22839	ENSDARG00000104596	ston1	100334703
22840	ENSDARG00000104629	SLC16A6	103911912
22841	ENSDARG00000104637	fam219b	541542
22843	ENSDARG00000104651	msx2a	573620
22846	ENSDARG00000104687	slc16a9b	445158
22848	ENSDARG00000104701	map7d1b	796270
22849	ENSDARG00000104713	zgc:165653	100006671
22850	ENSDARG00000104732	mlycd	100037349
22851	ENSDARG00000104735	nkx6.2	565782
22855	ENSDARG00000104792	dntt	544653
22856	ENSDARG00000104806	fbxw11a	334373
22857	ENSDARG00000104810	akt3a	560549
22859	ENSDARG00000104837	nudc	393893
22860	ENSDARG00000104854	olfcg3	100004682
22862	ENSDARG00000104861	RPRD1A	NA
22866	ENSDARG00000104889	kpnb1	570700
22868	ENSDARG00000104906	mtr	378847
22872	ENSDARG00000104943	mad2l1bp	101886806
22873	ENSDARG00000104945	sncb	393944
22874	ENSDARG00000104952	PSMD4	NA
22878	ENSDARG00000105003	scn1bb	100005325
22880	ENSDARG00000105009	ddah2	799954
22881	ENSDARG00000105011	pigb	393448
22882	ENSDARG00000105012	utp23	550514
22883	ENSDARG00000105013	hoxa9a	58047
22884	ENSDARG00000105018	lrrc20	492485
22885	ENSDARG00000105034	zdhhc18b	334383
22886	ENSDARG00000105045	bmpr1ab	447846
22887	ENSDARG00000105050	SHKBP1	562395
22890	ENSDARG00000105099	GOLGA7B	565590
22891	ENSDARG00000105134	zdhhc24	436596
22892	ENSDARG00000105142	tcirg1b	406342
22895	ENSDARG00000105210	etf1a	563172
22896	ENSDARG00000105215	kdrl	796537
22897	ENSDARG00000105218	ompa	574006
22901	ENSDARG00000105265	zgc:171534	100141330
22904	ENSDARG00000105281	P2RY1	100003922
22906	ENSDARG00000105285	FAT4	101882648
22907	ENSDARG00000105288	GARRE1	100535053
22908	ENSDARG00000105293	srsf4	321872
22909	ENSDARG00000105301	sox8a	102216265
22917	ENSDARG00000105527	SMIM36	557975
22943	ENSDARG00000106529	dut	449835
22978	ENSDARG00000107431	GM2A	100534777
22980	ENSDARG00000107444	hrh2a	735303
22984	ENSDARG00000107527	slc18a3b	394082
23049	ENSDARG00000109055	ftr81	692330
23069	ENSDARG00000109337	nanos1	322903
23074	ENSDARG00000109443	EML4	100334728
23077	ENSDARG00000109510	lsm12b	406422
23080	ENSDARG00000109567	ft2	792063
23083	ENSDARG00000109596	PAOX	110440136
23087	ENSDARG00000109686	si:ch211-59p23.1	100535402
23089	ENSDARG00000109715	sncgb	553679
23096	ENSDARG00000109818	SPATA48	101884205
23098	ENSDARG00000109902	tmem254	393341
23102	ENSDARG00000109963	TCERG1L	110437752
23116	ENSDARG00000110186	CDCP1	560859
23120	ENSDARG00000110240	KCTD14	564616
23122	ENSDARG00000110269	TMEM128	NA
23136	ENSDARG00000110617	SNORD16	NA
23140	ENSDARG00000110727	KCNMA1	798583
23142	ENSDARG00000110744	CYTL1	101886995
23145	ENSDARG00000110781	PRF1	100535230
23167	ENSDARG00000111213	prokr1b	798231
23172	ENSDARG00000111259	GNG4	101883928
23184	ENSDARG00000111509	dtwd1	449778
23187	ENSDARG00000111588	C18H15orf61	100003490
23198	ENSDARG00000111701	lbh	393492
23207	ENSDARG00000111827	rcvrnb	792903
23208	ENSDARG00000111840	cxcl18a.1	100321314
23211	ENSDARG00000111920	CPLX1	563082
23218	ENSDARG00000111997	NPFFR1	NA
23226	ENSDARG00000112234	endouc	562040
23227	ENSDARG00000112256	rpp25b	101885168
23242	ENSDARG00000112495	mmp21	100003089
23249	ENSDARG00000112581	TMEM87B	NA
23256	ENSDARG00000112691	st7	678587
23269	ENSDARG00000112861	RASSF4	NA
23273	ENSDARG00000112898	st3gal2	445562
23274	ENSDARG00000112922	SLC66A2	101883969
23284	ENSDARG00000113111	DGKD	NA
23299	ENSDARG00000113393	golim4a	100000956
23307	ENSDARG00000113607	BEND4	566937
23334	ENSDARG00000113899	ARF5	334219
23336	ENSDARG00000114022	WDR1	NA
23338	ENSDARG00000114067	tspan17	324950
23339	ENSDARG00000114099	trim35-30	100034496
23349	ENSDARG00000114258	si:dkey-30c15.13	558731
23358	ENSDARG00000114495	ATP8A1	NA
23360	ENSDARG00000114508	tmem101	572154
23364	ENSDARG00000114554	cdx1a	405762
23390	ENSDARG00000115015	PSTK	103911967
23396	ENSDARG00000115108	CFAP90	100317613
23406	ENSDARG00000115282	tsnax	556657
23414	ENSDARG00000115501	shisa6	796884
23421	ENSDARG00000115661	SAMD12	NA
23424	ENSDARG00000115717	pigbos1	100534660
23433	ENSDARG00000115903	KIRREL3	NA
23440	ENSDARG00000116042	chst3b	556800
23449	ENSDARG00000116118	msx1a	30527
23468	ENSDARG00000116511	npas4l	108449885
23473	ENSDARG00000116649	ube2e1	563542
23478	ENSDARG00000116869	pimr151	796511
23631	ENSDARG00000000349	cfap300	497149
23632	ENSDARG00000000472	cntn2	30726
23634	ENSDARG00000000588	tamalin	558950
23635	ENSDARG00000000796	nr4a1	431720
23636	ENSDARG00000000887	zgc:56699	405758
23637	ENSDARG00000001437	slc2a1a	555778
23639	ENSDARG00000001754	noc2l	58013
23640	ENSDARG00000001767	slc29a2	503537
23641	ENSDARG00000001769	ptpra	140818
23642	ENSDARG00000001777	nup155	393125
23643	ENSDARG00000001782	prkacba	393998
23644	ENSDARG00000001857	AFF4	556421
23645	ENSDARG00000001881	cacnb3a	565158
23646	ENSDARG00000001889	tuba1a	573216
23647	ENSDARG00000001897	man2b1	541519
23649	ENSDARG00000001929	pink1	494085
23650	ENSDARG00000001969	txlng	324984
23651	ENSDARG00000001994	stxbp1a	574003
23653	ENSDARG00000002037	PFKFB2	564852
23654	ENSDARG00000002060	brf2	445142
23655	ENSDARG00000002084	lamb2	337767
23656	ENSDARG00000002204	hspb9l	796767
23657	ENSDARG00000002240	psmb6	30388
23658	ENSDARG00000002336	dlc	30120
23659	ENSDARG00000002385	ATM	403064
23660	ENSDARG00000002391	tlcd1	450051
23661	ENSDARG00000002394	ugt5d1	100415794
23663	ENSDARG00000002483	WNT7A	568110
23664	ENSDARG00000002494	ITGB6	100499533
23665	ENSDARG00000002536	tm9sf4	393482
23666	ENSDARG00000002552	mapkapk2a	327321
23667	ENSDARG00000002587	dpysl3	553166
23668	ENSDARG00000002593	slc45a2	558311
23669	ENSDARG00000002600	pcsk1	100005716
23670	ENSDARG00000002601	irx7	140746
23672	ENSDARG00000002659	mapre1b	334728
23673	ENSDARG00000002682	tbcela	393726
23674	ENSDARG00000002690	rabif	436784
23676	ENSDARG00000002795	meis3	81885
23677	ENSDARG00000002831	COL4A4	554270
23679	ENSDARG00000002912	adipor1a	436740
23680	ENSDARG00000002945	bgnb	792197
23683	ENSDARG00000003090	or30bt4	58121
23684	ENSDARG00000003113	ada	436919
23685	ENSDARG00000003127	zgc:123105	664766
23686	ENSDARG00000003151	skp1	393716
23687	ENSDARG00000003165	nr2f6b	406522
23688	ENSDARG00000003169	magi1b	474349
23689	ENSDARG00000003175	stx5al	323105
23690	ENSDARG00000003206	chchd6a	449542
23691	ENSDARG00000003219	bin2a	492780
23692	ENSDARG00000003250	pik3cd	394174
23693	ENSDARG00000003344	trpc2b	562120
23694	ENSDARG00000003383	asb8	327200
23696	ENSDARG00000003414	capslb	550473
23697	ENSDARG00000003462	fech	58215
23698	ENSDARG00000003469	neurod4	266958
23699	ENSDARG00000003475	sult1st5	619193
23700	ENSDARG00000003526	psma5	403011
23701	ENSDARG00000003632	cav4a	100136849
23702	ENSDARG00000003835	stom	81534
23703	ENSDARG00000003845	chm	402935
23704	ENSDARG00000003865	pard6b	100124652
23705	ENSDARG00000003877	PBRM1	565366
23706	ENSDARG00000003910	med13b	564707
23707	ENSDARG00000003920	setb	321714
23708	ENSDARG00000003938	rpa1	327491
23709	ENSDARG00000003963	traf4a	404045
23710	ENSDARG00000003968	larp6b	565767
23711	ENSDARG00000003973	chordc1a	573996
23712	ENSDARG00000003974	spoplb	558170
23713	ENSDARG00000004018	CHST13	565671
23714	ENSDARG00000004060	bhlhe40	324413
23715	ENSDARG00000004114	TTI1	570077
23716	ENSDARG00000004132	USP19	324335
23717	ENSDARG00000004141	dhrs11b.2	436969
23718	ENSDARG00000004161	ik	322241
23720	ENSDARG00000004184	NF1	564518
23721	ENSDARG00000004187	zgc:122979	641576
23722	ENSDARG00000004218	rnd1b	553414
23723	ENSDARG00000004260	CUL5	100006147
23724	ENSDARG00000004282	zgc:77375	402927
23725	ENSDARG00000004301	rhogb	336933
23726	ENSDARG00000004302	slc45a1	791217
23727	ENSDARG00000004325	casp9	492763
23728	ENSDARG00000004372	fmnl3	407694
23729	ENSDARG00000004451	tnfrsfa	114461
23730	ENSDARG00000004452	tardbpa	386630
23731	ENSDARG00000004537	kmt2a	557048
23732	ENSDARG00000004598	or30bw1	80357
23733	ENSDARG00000004618	stx2a	445167
23734	ENSDARG00000004632	egln1b	436868
23735	ENSDARG00000004636	ccdc9	550140
23736	ENSDARG00000004745	lmbr1l	321314
23737	ENSDARG00000004754	hspa4a	335865
23738	ENSDARG00000004836	DNAJC5	797907
23739	ENSDARG00000004843	foxp1a	564127
23742	ENSDARG00000004937	skp2	563708
23743	ENSDARG00000004956	zmat2	324476
23744	ENSDARG00000004988	ppp3ca	794574
23745	ENSDARG00000005034	crppa	798716
23746	ENSDARG00000005078	eif4e3	447850
23747	ENSDARG00000005098	zgc:86764	797431
23748	ENSDARG00000005122	atp2a2b	568265
23749	ENSDARG00000005141	camkvb	393422
23750	ENSDARG00000005172	dynll2b	572690
23751	ENSDARG00000005216	megf6	567225
23752	ENSDARG00000005335	slc22a4	393822
23753	ENSDARG00000005350	dip2ba	405899
23754	ENSDARG00000005368	mcamb	338313
23755	ENSDARG00000005425	wdfy1	474326
23756	ENSDARG00000005462	kif4	393796
23757	ENSDARG00000005464	dnase1l1	792196
23758	ENSDARG00000005513	naca	195823
23759	ENSDARG00000005551	hnrnph1l	321556
23760	ENSDARG00000005616	bfb	30489
